CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,Average Grade,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
29670,ACCY,200,Fundamentals of Accounting,A,LCD,120118,"Silhan, Peter A",2.74,2.0,19.0,12.0,12.0,15.0,22.0,16.0,11.0,4.0,5.0,7.0,3.0,1.0,0.0
39539,ACCY,200,Fundamentals of Accounting,B,LCD,120118,"Silhan, Peter A",3.03,1.0,30.0,18.0,18.0,15.0,17.0,9.0,12.0,5.0,0.0,4.0,3.0,0.0,0.0
36478,ACCY,201,Accounting and Accountancy I,AD1,DIS,120118,"Gilpin, Daniel J",3.33,6.0,7.0,5.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
36482,ACCY,201,Accounting and Accountancy I,AD3,DIS,120118,"Gilpin, Daniel J",3.63,8.0,11.0,10.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36484,ACCY,201,Accounting and Accountancy I,AD4,DIS,120118,"Donnelly, Brian W",3.19,11.0,7.0,5.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0
36486,ACCY,201,Accounting and Accountancy I,AD6,DIS,120118,"Flicher, Jordan A",3.34,9.0,10.0,6.0,2.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
36487,ACCY,201,Accounting and Accountancy I,AD7,DIS,120118,"Grubb, Elizabeth A",3.53,8.0,9.0,9.0,5.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36489,ACCY,201,Accounting and Accountancy I,AD8,DIS,120118,"Donnelly, Brian W",3.49,8.0,5.0,11.0,7.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
36494,ACCY,201,Accounting and Accountancy I,ADA,DIS,120118,"Flicher, Jordan A",3.58,11.0,8.0,9.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36496,ACCY,201,Accounting and Accountancy I,ADB,DIS,120118,"Grubb, Elizabeth A",3.62,14.0,7.0,6.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36499,ACCY,201,Accounting and Accountancy I,ADC,DIS,120118,"Hsu, Rita S",3.35,14.0,7.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
36502,ACCY,201,Accounting and Accountancy I,ADD,DIS,120118,"Spread, Samuel C",3.58,9.0,9.0,11.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36506,ACCY,201,Accounting and Accountancy I,ADE,DIS,120118,"Schertz, Michael K",3.51,9.0,8.0,8.0,5.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
36509,ACCY,201,Accounting and Accountancy I,ADF,DIS,120118,"Lim, Young K",3.6,13.0,5.0,6.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36516,ACCY,201,Accounting and Accountancy I,ADH,DIS,120118,"Hsu, Rita S",3.5,8.0,7.0,10.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36522,ACCY,201,Accounting and Accountancy I,ADI,DIS,120118,"Jain, Ashima",3.62,8.0,13.0,7.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36526,ACCY,201,Accounting and Accountancy I,ADJ,DIS,120118,"Lim, Young K",3.46,10.0,5.0,11.0,3.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
36536,ACCY,201,Accounting and Accountancy I,ADL,DIS,120118,"Jain, Ashima",3.58,12.0,9.0,8.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
36538,ACCY,201,Accounting and Accountancy I,ADM,DIS,120118,"Spread, Samuel C",3.41,10.0,7.0,9.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
36543,ACCY,201,Accounting and Accountancy I,ADN,DIS,120118,"Schertz, Michael K",3.25,5.0,7.0,8.0,2.0,7.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
36552,ACCY,202,Accounting and Accountancy II,AD1,DIS,120118,"Ruhmann, Kymberly C",,,,,,,,,,,,,,,
36556,ACCY,202,Accounting and Accountancy II,AD2,DIS,120118,"Ruhmann, Kymberly C",3.16,0.0,10.0,3.0,13.0,7.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
36560,ACCY,202,Accounting and Accountancy II,AD3,DIS,120118,"Jackson, Luke R",3.22,1.0,13.0,2.0,13.0,5.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
36565,ACCY,202,Accounting and Accountancy II,AD4,DIS,120118,"Jackson, Luke R",3.39,1.0,17.0,2.0,12.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
36568,ACCY,202,Accounting and Accountancy II,AD5,DIS,120118,"Martin, Charles J",3.29,0.0,11.0,3.0,17.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
36574,ACCY,202,Accounting and Accountancy II,AD6,DIS,120118,"Martin, Charles J",3.27,0.0,13.0,3.0,14.0,7.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
36577,ACCY,301,Atg Measurement & Disclosure,AE1,LCD,120118,"Rennekamp, Kristina M",3.51,5.0,10.0,9.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36581,ACCY,301,Atg Measurement & Disclosure,AE2,LCD,120118,"Rennekamp, Kristina M",3.65,6.0,11.0,13.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36584,ACCY,301,Atg Measurement & Disclosure,AE3,LCD,120118,"Chen, Po-Chang",3.68,7.0,16.0,6.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36587,ACCY,301,Atg Measurement & Disclosure,AE4,LCD,120118,"Jackson, Kevin",3.25,2.0,3.0,10.0,8.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
36590,ACCY,301,Atg Measurement & Disclosure,AE5,LCD,120118,"Jackson, Kevin",3.07,0.0,5.0,6.0,7.0,13.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
36592,ACCY,301,Atg Measurement & Disclosure,AE6,LCD,120118,"Chen, Po-Chang",3.26,2.0,4.0,6.0,9.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36598,ACCY,301,Atg Measurement & Disclosure,AE8,LCD,120118,"Jackson, Kevin",3.5,4.0,15.0,8.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
49255,ACCY,301,Atg Measurement & Disclosure,AEB,LCD,120118,"Rennekamp, Kristina M",3.33,3.0,3.0,11.0,9.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36610,ACCY,302,Decision Making for Atg,AE1,LCD,120118,"Chen, Xiaoling",3.22,3.0,7.0,3.0,5.0,11.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
36614,ACCY,302,Decision Making for Atg,AE2,LCD,120118,"Chen, Xiaoling",3.31,3.0,7.0,6.0,4.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36618,ACCY,302,Decision Making for Atg,AE3,LCD,120118,"Wu, Yu-Ching",3.7,10.0,11.0,6.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36677,ACCY,302,Decision Making for Atg,AE4,LCD,120118,"Wu, Yu-Ching",3.29,3.0,5.0,12.0,5.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
36680,ACCY,302,Decision Making for Atg,AE5,LCD,120118,"Chen, Xiaoling",3.25,3.0,3.0,6.0,9.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36688,ACCY,302,Decision Making for Atg,AE8,LCD,120118,"Turner, Cynthia W",3.34,3.0,6.0,6.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36692,ACCY,303,Atg Institutions and Reg,AE1,LCD,120118,"Li, Wei",3.31,0.0,5.0,8.0,12.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36700,ACCY,303,Atg Institutions and Reg,AE2,LCD,120118,"Li, Wei",3.29,2.0,2.0,10.0,14.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36701,ACCY,303,Atg Institutions and Reg,AE3,LCD,120118,"Arikan, Ozlem",3.63,3.0,14.0,9.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36713,ACCY,303,Atg Institutions and Reg,AE4,LCD,120118,"Li, Wei",3.43,3.0,9.0,6.0,13.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49259,ACCY,303,Atg Institutions and Reg,AE5,LCD,120118,"Wang, Jundong",3.82,9.0,17.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31317,ACCY,304,Accounting Control Systems,AE1,LCD,120118,"Wu, Martin G",3.45,0.0,10.0,13.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31318,ACCY,304,Accounting Control Systems,AE2,LCD,120118,"Wu, Martin G",3.67,2.0,12.0,14.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31319,ACCY,304,Accounting Control Systems,AE3,LCD,120118,"Wu, Martin G",3.69,3.0,17.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31320,ACCY,304,Accounting Control Systems,AE4,LCD,120118,"Leiby, Justin",3.37,0.0,5.0,13.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49280,ACCY,304,Accounting Control Systems,AE5,LCD,120118,"Leiby, Justin",3.5,0.0,6.0,16.0,14.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31321,ACCY,312,Principles of Taxation,A,LCD,120118,"Varadharajan, Anupama",3.17,1.0,5.0,5.0,3.0,11.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31324,ACCY,312,Principles of Taxation,B,LCD,120118,"Varadharajan, Anupama",3.32,0.0,5.0,5.0,15.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31330,ACCY,312,Principles of Taxation,C,LCD,120118,"Varadharajan, Anupama",3.03,1.0,1.0,5.0,4.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31333,ACCY,312,Principles of Taxation,E,LCD,120118,"Donohoe, Michael P",2.69,0.0,3.0,0.0,6.0,5.0,5.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0
45719,ACCY,312,Principles of Taxation,F,LCD,120118,"Donohoe, Michael P",3.0,2.0,3.0,5.0,8.0,5.0,5.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0
45934,ACCY,312,Principles of Taxation,G,LCD,120118,"Donohoe, Michael P",3.31,4.0,5.0,3.0,8.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36754,ACCY,405,Assurance and Attestation,AE1,LCD,120118,"Rowe, Stephen P",3.64,2.0,9.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36758,ACCY,405,Assurance and Attestation,AE2,LCD,120118,"Bauer, Timothy D",3.57,1.0,8.0,18.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36764,ACCY,405,Assurance and Attestation,AE3,LCD,120118,"Bauer, Timothy D",3.46,1.0,7.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36768,ACCY,405,Assurance and Attestation,AE4,LCD,120118,"Pomeroy, Bradley M",3.62,0.0,14.0,9.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36771,ACCY,405,Assurance and Attestation,AE5,LCD,120118,"Pomeroy, Bradley M",3.7,1.0,20.0,7.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36775,ACCY,405,Assurance and Attestation,AE6,LCD,120118,"Pomeroy, Bradley M",3.47,1.0,9.0,9.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54162,ACCY,405,Assurance and Attestation,AE7,LCD,120118,"Bauer, Timothy D",3.51,1.0,7.0,13.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49130,ACCY,451,Advanced Income Tax Problems,A,LCD,120118,"Sternburg, Thomas",3.21,0.0,4.0,2.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54569,ACCY,451,Advanced Income Tax Problems,B,LCD,120118,"Sternburg, Thomas",3.29,0.0,3.0,5.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49763,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSF,LCD,120118,"Zhang, Li",3.44,4.0,12.0,3.0,5.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49761,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MT,LCD,120118,"Venugopalan, Raghunathan",3.75,3.0,18.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58446,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MT1,LCD,120118,"Sandretto, Michael J",3.82,2.0,17.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46502,ACCY,501,Accounting Analysis I,CT,LCD,120118,"Cohen, Susan I",,,,,,,,,,,,,,,
31334,ACCY,502,Accounting Analysis II,B,LCD,120118,"Kao, Glenda W",3.71,3.0,19.0,12.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31335,ACCY,503,Managerial Accounting,A,LCD,120118,"Venugopalan, Raghunathan",3.69,3.0,11.0,12.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39540,ACCY,503,Managerial Accounting,B,LCD,120118,"Venugopalan, Raghunathan",3.66,0.0,16.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56299,ACCY,504,Auditing,A,LCD,120118,"Mathrumandiram, Padmakuma",3.89,18.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59162,ACCY,504,Auditing,B,LCD,120118,"Mathrumandiram, Padmakuma",3.85,11.0,15.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31339,ACCY,505,Federal Taxation,A,LCD,120118,"Finnegan, Thomas",3.83,0.0,33.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31341,ACCY,505,Federal Taxation,B,LCD,120118,"Finnegan, Thomas",3.89,0.0,36.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54993,ACCY,505,Federal Taxation,C,LCD,120118,"Finnegan, Thomas",3.78,0.0,28.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46973,ACCY,510,Financial Reporting Standards,A,LCD,120118,"Polinski, Paul W",3.5,0.0,9.0,10.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46974,ACCY,510,Financial Reporting Standards,B,LCD,120118,"Doogar, Rajib K",3.52,0.0,15.0,7.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46975,ACCY,510,Financial Reporting Standards,C,LCD,120118,"Polinski, Paul W",3.6,0.0,14.0,13.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49276,ACCY,511,Risk Measurement/Reporting I,E,LCD,120118,"Abdel-Khalik, Ahmed R",3.44,0.0,6.0,6.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51813,ACCY,512,Risk Measurement/Reporting II,A,LCD,120118,"Schwartz, Rachel",3.94,4.0,31.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51814,ACCY,512,Risk Measurement/Reporting II,B,LCD,120118,"Schwartz, Rachel",3.82,2.0,25.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51815,ACCY,512,Risk Measurement/Reporting II,C,LCD,120118,"Schwartz, Rachel",3.83,0.0,27.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51816,ACCY,512,Risk Measurement/Reporting II,D,LCD,120118,"Chandler, John S",3.71,1.0,17.0,10.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51817,ACCY,512,Risk Measurement/Reporting II,E,LCD,120118,"Chandler, John S",3.85,4.0,21.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51818,ACCY,512,Risk Measurement/Reporting II,F,LCD,120118,"Chandler, John S",3.78,0.0,21.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46977,ACCY,515,Auditing & Assurance Standards,A,LCD,120118,"Beck, Paul J",3.32,0.0,9.0,3.0,5.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
54477,ACCY,515,Auditing & Assurance Standards,C,LCD,120118,"Beck, Paul J",3.5,0.0,14.0,3.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31373,ACCY,517,Financial Statement Analysis,A,LCD,120118,"Ibrahim, Adel Nematallah",3.73,0.0,16.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31377,ACCY,517,Financial Statement Analysis,B,LCD,120118,"Ibrahim, Adel Nematallah",3.39,0.0,13.0,5.0,11.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39543,ACCY,517,Financial Statement Analysis,C,LCD,120118,"Ibrahim, Adel Nematallah",3.59,0.0,20.0,7.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44169,ACCY,552,Partnership Income Taxation,CHI,LCD,120118,"Crowley, Vincent S",3.42,3.0,3.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50799,ACCY,553,Advanced Tax Topics,CH2,LCD,120118,"Aquino, Glenn D",3.5,3.0,5.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48329,ACCY,553,Tax of Closely-held Entities,CHI,LCD,120118,"Whitlock, Brian T",3.88,4.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54570,ACCY,556,Tax Research,A,LCD,120118,"Holder, Daniel E",3.54,0.0,11.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31384,ACCY,556,Tax Research,B,LCD,120118,"Holder, Daniel E",3.27,0.0,5.0,6.0,1.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47788,ACCY,585,Constructs in Atg Research,A,LCD,120118,"Abdel-Khalik, Ahmed R",,,,,,,,,,,,,,,
29682,ACCY,592,Intro to ACCY Research,A,LCD,120118,"Peecher, Mark E",,,,,,,,,,,,,,,
54478,ACCY,593,Special Research Problems,FR,LCD,120118,"Nekrasz, Frank",3.96,30.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42664,ACCY,593,Special Research Problems,S,CNF,120118,"Peecher, Mark E",,,,,,,,,,,,,,,
36724,ACE,100,Agr Cons and Resource Econ,AD1,DIS,120118,"Gundersen, Lisa C",3.28,4.0,9.0,2.0,5.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
36726,ACE,100,Agr Cons and Resource Econ,AD2,DIS,120118,"Gundersen, Lisa C",3.28,1.0,5.0,5.0,7.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36727,ACE,100,Agr Cons and Resource Econ,AD3,DIS,120118,"Gundersen, Lisa C",3.22,1.0,4.0,9.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36730,ACE,100,Agr Cons and Resource Econ,AD4,DIS,120118,"Gundersen, Lisa C",2.94,0.0,9.0,3.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
36732,ACE,100,Agr Cons and Resource Econ,AD5,DIS,120118,"Gundersen, Lisa C",3.04,1.0,5.0,2.0,2.0,11.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
36734,ACE,100,Agr Cons and Resource Econ,AD6,DIS,120118,"Gundersen, Lisa C",3.05,3.0,4.0,2.0,5.0,6.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
36735,ACE,100,Agr Cons and Resource Econ,AD7,DIS,120118,"Gundersen, Lisa C",3.36,3.0,3.0,8.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
56843,ACE,100,Agr Cons and Resource Econ,AD8,DIS,120118,"Gundersen, Lisa C",3.15,1.0,7.0,2.0,2.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
36729,ACE,100,Agr Cons and Resource Econ,BD1,DIS,120118,"Brozovic, Nicholas",,,,,,,,,,,,,,,
36745,ACE,161,Microcomputer Applications,A,LBD,120118,"Rogalla, Valerie",,,,,,,,,,,,,,,
36736,ACE,161,Microcomputer Applications,C1,LBD,120118,"Lo, Alexander C",3.25,0.0,17.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0
36747,ACE,161,Microcomputer Applications,C2,LBD,120118,"Rogalla, Valerie",3.17,0.0,12.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
36749,ACE,161,Microcomputer Applications,E,LBD,120118,"Lo, Alexander C",3.72,0.0,18.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
