CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,Average Grade,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
56114,ABE,463,Electrohydraulic Systems,TEG,LEC,120158,"Grift, Tony E",,,,,,,,,,,,,,,
31280,ABE,466,Engineering Off-Road Vehicles,AL1,LEC,120158,"Hansen, Alan C",3.49,2.0,11.0,11.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
29662,ABE,476,Indoor Air Quality Engineering,AL1,LEC,120158,"Zhang, Yuanhui",,,,,,,,,,,,,,,
57478,ABE,488,Bioprocessing Biomass for Fuel,VS,LEC,120158,"Singh, Vijay",3.63,6.0,9.0,5.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65024,ABE,498,Eng Tech for Precision Ag,LT3,LEC,120158,"Tian, Lei",,,,,,,,,,,,,,,
64787,ABE,498,Environmental Soil Physics,ML1,LEC,120158,"Chu, Ma Librada C",,,,,,,,,,,,,,,
65025,ABE,498,GIS Applications in Ag,RB3,LEC,120158,"Bhattarai, Rabin",,,,,,,,,,,,,,,
29670,ACCY,200,Fundamentals of Accounting,OL,ONL,120158,"Silhan, Peter A",3.21,5.0,81.0,65.0,44.0,37.0,25.0,28.0,11.0,14.0,7.0,3.0,1.0,0.0,0.0
36478,ACCY,201,Accounting and Accountancy I,AD1,DIS,120158,"Harris, Matthew C",3.48,10.0,8.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
36482,ACCY,201,Accounting and Accountancy I,AD3,DIS,120158,"Harris, Matthew C",3.02,0.0,6.0,4.0,5.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
36484,ACCY,201,Accounting and Accountancy I,AD4,DIS,120158,"Cantieri, Kristen E",3.13,8.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
36486,ACCY,201,Accounting and Accountancy I,AD6,DIS,120158,"Dieckman, Carissa M",2.78,2.0,6.0,3.0,2.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0
36487,ACCY,201,Accounting and Accountancy I,AD7,DIS,120158,"Ditman, Stephen M",3.2,5.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
36489,ACCY,201,Accounting and Accountancy I,AD8,DIS,120158,"Cantieri, Kristen E",3.35,4.0,6.0,3.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36494,ACCY,201,Accounting and Accountancy I,ADA,DIS,120158,"Dieckman, Carissa M",3.01,3.0,5.0,4.0,2.0,4.0,8.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
36496,ACCY,201,Accounting and Accountancy I,ADB,DIS,120158,"Ditman, Stephen M",3.25,2.0,7.0,4.0,3.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
36499,ACCY,201,Accounting and Accountancy I,ADC,DIS,120158,"Nagle, Amy E",2.76,3.0,1.0,5.0,3.0,4.0,6.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0
36502,ACCY,201,Accounting and Accountancy I,ADD,DIS,120158,"Schwarzhaupt, Michael C",2.85,3.0,6.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0
36506,ACCY,201,Accounting and Accountancy I,ADE,DIS,120158,"Rallo, Tyler M",3.09,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0
36509,ACCY,201,Accounting and Accountancy I,ADF,DIS,120158,"Wojnarowski, Michelle L",2.83,2.0,2.0,6.0,4.0,3.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0
36516,ACCY,201,Accounting and Accountancy I,ADH,DIS,120158,"Nagle, Amy E",3.32,7.0,5.0,4.0,4.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
36522,ACCY,201,Accounting and Accountancy I,ADI,DIS,120158,"Rallo, Tyler M",3.07,1.0,3.0,5.0,7.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
36526,ACCY,201,Accounting and Accountancy I,ADJ,DIS,120158,"Shannon, Ryan P",2.99,5.0,4.0,1.0,3.0,1.0,7.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0
36536,ACCY,201,Accounting and Accountancy I,ADL,DIS,120158,"Schwarzhaupt, Michael C",2.96,1.0,7.0,4.0,3.0,2.0,6.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0
36538,ACCY,201,Accounting and Accountancy I,ADM,DIS,120158,"Shannon, Ryan P",3.08,4.0,5.0,5.0,4.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
36543,ACCY,201,Accounting and Accountancy I,ADN,DIS,120158,"Wojnarowski, Michelle L",2.99,4.0,5.0,1.0,2.0,2.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
36552,ACCY,202,Accounting and Accountancy II,AD1,DIS,120158,"Shanahan, Michael J",,,,,,,,,,,,,,,
36556,ACCY,202,Accounting and Accountancy II,AD2,DIS,120158,"Shanahan, Michael J",3.38,4.0,11.0,2.0,10.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36560,ACCY,202,Accounting and Accountancy II,AD3,DIS,120158,"Grembowski, Tessa V",3.05,7.0,8.0,1.0,5.0,6.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0
36565,ACCY,202,Accounting and Accountancy II,AD4,DIS,120158,"Grembowski, Tessa V",3.81,12.0,16.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
36568,ACCY,202,Accounting and Accountancy II,AD5,DIS,120158,"Stieren, Brandon K",3.2,6.0,7.0,0.0,9.0,7.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
36574,ACCY,202,Accounting and Accountancy II,AD6,DIS,120158,"Stieren, Brandon K",3.26,5.0,11.0,2.0,9.0,8.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
36577,ACCY,301,Atg Measurement & Disclosure,AE1,LCD,120158,"Finnegan, Thomas",3.4,1.0,8.0,10.0,8.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36581,ACCY,301,Atg Measurement & Disclosure,AE2,LCD,120158,"Finnegan, Thomas",3.27,1.0,4.0,6.0,12.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36584,ACCY,301,Atg Measurement & Disclosure,AE3,LCD,120158,"Finnegan, Thomas",3.13,0.0,2.0,3.0,16.0,9.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
36587,ACCY,301,Atg Measurement & Disclosure,AE4,LCD,120158,"Wang, Zhiguang",3.41,1.0,7.0,8.0,6.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36590,ACCY,301,Atg Measurement & Disclosure,AE5,LCD,120158,"Wang, Zhiguang",3.36,2.0,8.0,4.0,9.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36592,ACCY,301,Atg Measurement & Disclosure,AE6,LCD,120158,"Sougiannis, Theodore",3.16,1.0,1.0,9.0,6.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36598,ACCY,301,Atg Measurement & Disclosure,AE8,LCD,120158,"Wang, Zhiguang",3.08,1.0,5.0,5.0,6.0,6.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
49255,ACCY,301,Atg Measurement & Disclosure,AEB,LCD,120158,"Sougiannis, Theodore",3.18,0.0,3.0,6.0,11.0,11.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36610,ACCY,302,Decision Making for Atg,AE1,LCD,120158,"Autrey, Romana L",3.19,1.0,7.0,6.0,6.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
36614,ACCY,302,Decision Making for Atg,AE2,LCD,120158,"Autrey, Romana L",3.41,0.0,9.0,9.0,7.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36618,ACCY,302,Decision Making for Atg,AE3,LCD,120158,"Garza, Brent A",3.35,1.0,5.0,5.0,10.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36680,ACCY,302,Decision Making for Atg,AE5,LCD,120158,"Autrey, Romana L",3.29,0.0,8.0,9.0,5.0,7.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
36688,ACCY,302,Decision Making for Atg,AE8,LCD,120158,"Chen, Xiaoling",3.28,0.0,4.0,8.0,8.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49257,ACCY,302,Decision Making for Atg,AE9,LCD,120158,"Chen, Xiaoling",3.33,0.0,5.0,9.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49258,ACCY,302,Decision Making for Atg,AEA,LCD,120158,"Chen, Xiaoling",3.27,2.0,3.0,6.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36692,ACCY,303,Atg Institutions and Reg,AE1,LCD,120158,"Li, Wei",3.1,1.0,6.0,9.0,14.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0
36700,ACCY,303,Atg Institutions and Reg,AE2,LCD,120158,"Li, Wei",3.49,2.0,11.0,14.0,11.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
36701,ACCY,303,Atg Institutions and Reg,AE3,LCD,120158,"Brown, Timothy J",3.41,1.0,14.0,7.0,7.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
36713,ACCY,303,Atg Institutions and Reg,AE4,LCD,120158,"Brown, Timothy J",3.43,3.0,13.0,8.0,3.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49259,ACCY,303,Atg Institutions and Reg,AE5,LCD,120158,"Brown, Timothy J",3.17,3.0,5.0,11.0,5.0,7.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
31317,ACCY,304,Accounting Control Systems,AE1,LCD,120158,"Koo, Seung Hyun",3.22,1.0,9.0,3.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
31318,ACCY,304,Accounting Control Systems,AE2,LCD,120158,"Koo, Seung Hyun",3.32,1.0,11.0,2.0,8.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
31319,ACCY,304,Accounting Control Systems,AE3,LCD,120158,"Koo, Seung Hyun",3.3,1.0,4.0,7.0,12.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
31320,ACCY,304,Accounting Control Systems,AE4,LCD,120158,"Wang, Wei",3.27,0.0,4.0,10.0,10.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
49280,ACCY,304,Accounting Control Systems,AE5,LCD,120158,"Wang, Wei",3.37,0.0,9.0,8.0,8.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
62036,ACCY,304,Accounting Control Systems,AE6,LCD,120158,"Wang, Wei",3.3,0.0,3.0,9.0,10.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65131,ACCY,304,Accounting Control Systems,AE8,LCD,120158,"Estep, Cassandra R",3.35,0.0,4.0,8.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31321,ACCY,312,Principles of Taxation,A,LCD,120158,"Henderson, Belinda C",,,,,,,,,,,,,,,
31324,ACCY,312,Principles of Taxation,B,LCD,120158,"Bauer, Andrew M",3.29,1.0,9.0,7.0,7.0,7.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
31330,ACCY,312,Principles of Taxation,C,LCD,120158,"Bauer, Andrew M",3.31,1.0,9.0,8.0,8.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
31332,ACCY,312,Principles of Taxation,D,LCD,120158,"Snyder, R William",3.4,2.0,10.0,6.0,8.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
31333,ACCY,312,Principles of Taxation,E,LCD,120158,"Donohoe, Michael P",3.06,1.0,2.0,4.0,11.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
45719,ACCY,312,Principles of Taxation,F,LCD,120158,"Donohoe, Michael P",3.41,3.0,7.0,11.0,7.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
45934,ACCY,312,Principles of Taxation,G,LCD,120158,"Donohoe, Michael P",3.38,2.0,10.0,6.0,14.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
61229,ACCY,398,Practical Problems in Atg,A,ONL,120158,"Nekrasz, Frank",,,,,,,,,,,,,,,
64742,ACCY,398,Practical Problems in Atg,B,ONL,120158,"Nekrasz, Frank",,,,,,,,,,,,,,,
64739,ACCY,398,Practical Problems in Atg,C,ONL,120158,"Nekrasz, Frank",,,,,,,,,,,,,,,
64732,ACCY,398,Practical Problems in Atg,D,ONL,120158,"Nekrasz, Frank",,,,,,,,,,,,,,,
36758,ACCY,405,Assurance and Attestation,AE2,LCD,120158,"Thompson, Anne M",3.24,0.0,2.0,8.0,8.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36764,ACCY,405,Assurance and Attestation,AE3,LCD,120158,"Thompson, Anne M",3.43,0.0,2.0,13.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36768,ACCY,405,Assurance and Attestation,AE4,LCD,120158,"Bauer, Timothy D",3.41,0.0,3.0,9.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36771,ACCY,405,Assurance and Attestation,AE5,LCD,120158,"Bauer, Timothy D",3.28,1.0,3.0,6.0,10.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54162,ACCY,405,Assurance and Attestation,AE7,LCD,120158,"Thompson, Anne M",3.24,0.0,1.0,10.0,4.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61231,ACCY,410,Advanced Financial Reporting,B3,LCD,120158,"Steward, Cynthia G",3.19,7.0,1.0,5.0,6.0,2.0,6.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
62729,ACCY,410,Advanced Financial Reporting,C3,LCD,120158,"Steward, Cynthia G",3.15,3.0,3.0,2.0,3.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62730,ACCY,410,Advanced Financial Reporting,D3,LCD,120158,"Kustanovich, Michael",3.41,1.0,9.0,10.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62731,ACCY,410,Advanced Financial Reporting,E3,LCD,120158,"Kustanovich, Michael",3.29,0.0,10.0,7.0,4.0,7.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
62732,ACCY,410,Advanced Financial Reporting,F3,LCD,120158,"Kustanovich, Michael",3.33,1.0,9.0,4.0,4.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
29676,ACCY,415,Auditing Stds and Practice,AE1,LCD,120158,"Ciconte, William",3.19,0.0,6.0,4.0,6.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
64648,ACCY,415,Auditing Stds and Practice,AE2,LCD,120158,"Ciconte, William",3.38,0.0,4.0,8.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65021,ACCY,415,Auditing Stds and Practice,AE3,LCD,120158,"Ciconte, William",3.19,0.0,4.0,6.0,11.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
49130,ACCY,451,Advanced Income Tax Problems,A3,LCD,120158,"Bodtke, James E",,,,,,,,,,,,,,,
54569,ACCY,451,Advanced Income Tax Problems,B3,LCD,120158,"Bodtke, James E",3.43,0.0,4.0,7.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63119,ACCY,451,Advanced Income Tax Problems,D3,LCD,120158,"Bodtke, James E",,,,,,,,,,,,,,,
49761,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ADV,LCD,120158,"Davis, Gregory L",3.27,0.0,5.0,12.0,22.0,17.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58446,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",GRD,LCD,120158,"Sandretto, Michael J",3.83,4.0,31.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62025,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSB,LCD,120158,"Davis, Gregory L",3.44,0.0,10.0,11.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49763,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSF,LCD,120158,"Davis, Gregory L",,,,,,,,,,,,,,,
29680,ACCY,502,Accounting Analysis II,A,LCD,120158,"Schwartz, Rachel",3.76,4.0,16.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31334,ACCY,502,Accounting Analysis II,B,LCD,120158,"Schwartz, Rachel",3.74,5.0,14.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61232,ACCY,502,Accounting Analysis II,C,LCD,120158,"Schwartz, Rachel",3.41,2.0,11.0,4.0,11.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31335,ACCY,503,Managerial Accounting,A,LCD,120158,"Fan, Qintao",3.5,3.0,8.0,9.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39540,ACCY,503,Managerial Accounting,B,LCD,120158,"Fan, Qintao",3.61,1.0,11.0,11.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56299,ACCY,504,Auditing,A,LCD,120158,"Chatterton, Angel",3.58,0.0,9.0,17.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59162,ACCY,504,Auditing,B,LCD,120158,"Chatterton, Angel",3.47,0.0,9.0,12.0,9.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64875,ACCY,504,Auditing,C,LCD,120158,"Chatterton, Angel",3.25,0.0,3.0,8.0,8.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31339,ACCY,505,Federal Taxation,A,LCD,120158,"Cox, Sharon P",3.63,1.0,12.0,13.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31341,ACCY,505,Federal Taxation,B,LCD,120158,"Cox, Sharon P",3.69,3.0,13.0,13.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54993,ACCY,505,Federal Taxation,C,LCD,120158,"Cox, Sharon P",3.42,2.0,6.0,11.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57605,ACCY,505,Federal Taxation,D,LCD,120158,"Cox, Sharon P",3.5,1.0,6.0,10.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49275,ACCY,510,Financial Reporting Standards,D,LCD,120158,"Hepp, John",3.62,2.0,16.0,9.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61974,ACCY,510,Financial Reporting Standards,E,LCD,120158,"Steward, Cynthia G",3.63,1.0,10.0,18.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62037,ACCY,510,Financial Reporting Standards,F,LCD,120158,"Steward, Cynthia G",3.57,0.0,6.0,22.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63121,ACCY,510,Financial Reporting Standards,G,LCD,120158,"Hepp, John",3.75,6.0,17.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31344,ACCY,511,Risk Measurement/Reporting I,A,LCD,120158,"Abdel-Khalik, Ahmed R",3.46,0.0,5.0,11.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49276,ACCY,511,Risk Measurement/Reporting I,E,LCD,120158,"Abdel-Khalik, Ahmed R",3.49,0.0,3.0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51813,ACCY,512,Risk Measurement/Reporting II,A,LCD,120158,"Wu, Martin G",3.6,4.0,13.0,10.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51814,ACCY,512,Risk Measurement/Reporting II,B,LCD,120158,"Wu, Martin G",3.55,3.0,18.0,6.0,5.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51815,ACCY,512,Risk Measurement/Reporting II,C,LCD,120158,"Wu, Martin G",3.54,8.0,10.0,5.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51816,ACCY,512,Risk Measurement/Reporting II,D,LCD,120158,"Hecht, Gary W",3.47,0.0,11.0,12.0,10.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51817,ACCY,512,Risk Measurement/Reporting II,E,LCD,120158,"Wu, Martin G",3.73,9.0,19.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51818,ACCY,512,Risk Measurement/Reporting II,F,LCD,120158,"Hecht, Gary W",3.57,0.0,15.0,11.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46977,ACCY,515,Auditing & Assurance Standards,A,LCD,120158,"Hobson, Jessen L",3.68,0.0,18.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46978,ACCY,515,Auditing & Assurance Standards,B,LCD,120158,"Hobson, Jessen L",3.4,0.0,7.0,9.0,12.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54477,ACCY,515,Auditing & Assurance Standards,C,LCD,120158,"Hobson, Jessen L",3.39,0.0,6.0,9.0,13.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65023,ACCY,515,Auditing & Assurance Standards,D,LCD,120158,"Chatterton, Angel",3.08,0.0,0.0,2.0,6.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31373,ACCY,517,Financial Statement Analysis,A,LCD,120158,"Ibrahim, Adel Nematallah",3.45,0.0,9.0,12.0,7.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31377,ACCY,517,Financial Statement Analysis,B,LCD,120158,"Ibrahim, Adel Nematallah",3.31,0.0,10.0,5.0,8.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39543,ACCY,517,Financial Statement Analysis,C,LCD,120158,"Ibrahim, Adel Nematallah",3.38,0.0,11.0,5.0,11.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31381,ACCY,551,Corporate Income Taxation,A,LCD,120158,"Sternburg, Thomas",,,,,,,,,,,,,,,
31382,ACCY,551,Corporate Income Taxation,B,LCD,120158,"Sternburg, Thomas",3.52,0.0,7.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44169,ACCY,552,Partnership Income Taxation,CHI,LCD,120158,"Selin, Dmitry",3.51,5.0,4.0,4.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
